,Unnamed: 0,Total Regions,Total Regions from lower,Total Regions from upper,North East,North East from lower,North East from upper,North West,North West from lower,North West from upper,Yorkshire and The Humber,Yorkshire and The Humber from lower,Yorkshire and The Humber from upper,East Midlands,East Midlands from lower,East Midlands from upper,West Midlands,West Midlands from lower,West Midlands from upper,East of England,East of England from lower,East of England from upper,London,London from lower,London from upper,South East,South East from lower,South East from upper,South West,South West from lower,South West from upper,Wales,Wales from lower,Wales from upper,Scotland,Scotland from lower,Scotland from upper
122,0003 Royal College of Art Estimated Incoming Infection,1.3609999999999998,0.8444999999999999,2.0550000000000006,0.0105,0.0045,0.0205,0.096,0.068,0.132,0.039000000000000014,0.021,0.063,0.019500000000000003,0.009000000000000001,0.0345,0.0225,0.01,0.045,0.045,0.025,0.08,0.943,0.615,1.3530000000000002,0.085,0.051,0.136,0.028000000000000004,0.016,0.052000000000000005,0.0525,0.021,0.099,0.02,0.004,0.04
123,0034 Royal College of Music Estimated Incoming Infection,0.7805,0.4670000000000001,1.2190000000000003,0.0105,0.0045,0.0205,0.168,0.119,0.231,0.039000000000000014,0.021,0.063,0.026,0.012,0.046000000000000006,0.018000000000000002,0.008,0.036000000000000004,0.0405,0.0225,0.07200000000000001,0.29900000000000004,0.195,0.429,0.065,0.039,0.104,0.0245,0.014000000000000002,0.0455,0.07,0.028000000000000004,0.132,0.02,0.004,0.04
124,0101 Royal Conservatoire of Scotland Estimated Incoming Infection,1.0785,0.387,1.974,0.021,0.009000000000000001,0.041,0.14400000000000002,0.102,0.198,0.065,0.035,0.105,0.019500000000000003,0.009000000000000001,0.0345,0.009000000000000001,0.004,0.018000000000000002,0.018000000000000002,0.01,0.032,0.069,0.045,0.099,0.03,0.018000000000000002,0.048,0.0105,0.006,0.019500000000000003,0.0525,0.021,0.099,0.64,0.128,1.28
125,0010 The Royal Central School of Speech and Drama Estimated Incoming Infection,1.222,0.7340000000000001,1.91,0.021,0.009000000000000001,0.041,0.168,0.119,0.231,0.07800000000000001,0.042,0.126,0.0455,0.021,0.0805,0.0315,0.014000000000000002,0.063,0.081,0.045,0.14400000000000002,0.529,0.345,0.759,0.145,0.087,0.232,0.045500000000000006,0.026,0.0845,0.0525,0.021,0.099,0.025,0.005,0.05
126,0141 Royal Holloway and Bedford New College Estimated Incoming Infection,12.5505,7.731,19.311,0.084,0.036000000000000004,0.16399999999999998,0.672,0.476,0.924,0.3120000000000001,0.168,0.504,0.208,0.096,0.3680000000000001,0.207,0.092,0.414,0.7425,0.4125,1.32,6.8885000000000005,4.4925,9.8835,2.58,1.5479999999999998,4.128,0.4165,0.238,0.7735000000000001,0.42,0.168,0.792,0.02,0.004,0.04
127,0035 Royal Northern College of Music Estimated Incoming Infection,1.4955,0.9115000000000002,2.306,0.0315,0.013499999999999998,0.061499999999999985,0.792,0.561,1.089,0.14300000000000002,0.07700000000000001,0.231,0.0585,0.027,0.1035,0.036000000000000004,0.016,0.07200000000000001,0.036000000000000004,0.02,0.064,0.115,0.075,0.165,0.065,0.039,0.104,0.021,0.012,0.039000000000000014,0.15749999999999995,0.063,0.29700000000000004,0.04,0.008,0.08
128,0143 The Royal Veterinary College Estimated Incoming Infection,2.8245000000000005,1.6545,4.529,0.063,0.027,0.12299999999999997,0.48,0.34,0.66,0.247,0.133,0.399,0.14950000000000002,0.06899999999999999,0.2645,0.07200000000000001,0.032,0.14400000000000002,0.2925,0.1625,0.52,0.7360000000000001,0.48,1.056,0.41,0.246,0.6559999999999999,0.1295,0.07400000000000001,0.2405,0.21,0.084,0.396,0.035,0.007000000000000001,0.07
129,0173 The University of St Andrews Estimated Incoming Infection,7.8119999999999985,3.5915,13.4375,0.2625,0.1125,0.5125,1.536,1.088,2.112,0.546,0.29400000000000004,0.882,0.2275,0.105,0.4025,0.126,0.056000000000000015,0.252,0.27,0.15,0.48,1.104,0.72,1.584,0.55,0.33,0.88,0.1225,0.07,0.2275,0.2625,0.10500000000000002,0.495,2.805,0.561,5.61
130,"0145 St George's, University of London Estimated Incoming Infection",8.062500000000002,5.0924999999999985,12.0305,0.0525,0.0225,0.1025,0.408,0.28900000000000003,0.561,0.13,0.07,0.21,0.091,0.042,0.161,0.0945,0.042,0.189,0.243,0.135,0.4320000000000001,5.865,3.825,8.415,0.915,0.5489999999999999,1.464,0.091,0.052000000000000005,0.16899999999999998,0.15749999999999995,0.063,0.29700000000000004,0.015,0.003,0.03
131,0194 St Mary's University College Estimated Incoming Infection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,"0039 St Mary's University, Twickenham Estimated Incoming Infection",8.422500000000001,5.2945,12.649499999999994,0.084,0.036000000000000004,0.16399999999999998,0.312,0.221,0.429,0.14300000000000002,0.07700000000000001,0.231,0.07800000000000001,0.036000000000000004,0.138,0.0585,0.026,0.117,0.3645,0.2025,0.648,5.865,3.825,8.415,1.235,0.741,1.976,0.1225,0.07,0.2275,0.14,0.056000000000000015,0.264,0.02,0.004,0.04
133,0158 The University of Salford Estimated Incoming Infection,74.791,51.413000000000004,105.518,0.6405,0.2745,1.2505,67.2,47.6,92.4,3.133,1.6870000000000005,5.061,0.754,0.348,1.334,0.585,0.26,1.17,0.2115,0.1175,0.376,0.575,0.375,0.825,0.325,0.195,0.52,0.1295,0.07400000000000001,0.2405,1.1725,0.4690000000000001,2.2110000000000003,0.065,0.013,0.13
134,0146 SOAS University of London Estimated Incoming Infection,5.405000000000001,3.401,8.078500000000002,0.0525,0.0225,0.1025,0.312,0.221,0.429,0.13,0.07,0.21,0.07150000000000001,0.033,0.1265,0.0675,0.03,0.135,0.1845,0.1025,0.328,4.002000000000002,2.61,5.742000000000001,0.345,0.207,0.552,0.0875,0.05,0.1625,0.1225,0.049,0.231,0.03,0.006,0.06
135,0175 SRUC Estimated Incoming Infection,1.4240000000000002,0.3075,2.8245000000000005,0.0105,0.0045,0.0205,0.024,0.017,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0025,0.008,0.011500000000000002,0.0075,0.0165,0.0,0.0,0.0,0.0035000000000000005,0.002,0.006500000000000001,0.0,0.0,0.0,1.37,0.27399999999999997,2.74
136,0075 Sheffield Hallam University Estimated Incoming Infection,61.02200000000001,34.3485,97.65799999999999,1.176,0.504,2.296,13.272,9.401,18.249,33.878,18.242000000000004,54.72599999999999,7.8130000000000015,3.6060000000000003,13.823,1.233,0.5479999999999999,2.466,0.972,0.54,1.7280000000000002,1.0925,0.7125,1.5675,0.66,0.396,1.056,0.2555,0.146,0.4745,0.595,0.238,1.122,0.075,0.015,0.15
137,0159 The University of Sheffield Estimated Incoming Infection,40.2705,23.711,63.4855,1.239,0.531,2.419,12.864,9.112,17.688000000000006,13.0,7.000000000000001,21.0,3.4385000000000003,1.587,6.0835,1.3095,0.5820000000000001,2.619,1.5615,0.8675,2.776,3.3465000000000003,2.1825,4.801500000000001,1.81,1.086,2.8960000000000004,0.5915,0.338,1.0985,1.015,0.406,1.914,0.095,0.019000000000000003,0.19
138,0037 Solent University Estimated Incoming Infection,9.398,5.535500000000001,15.2845,0.063,0.027,0.12299999999999997,0.48,0.34,0.66,0.208,0.11200000000000003,0.336,0.2405,0.111,0.4255,0.2025,0.09,0.405,0.5670000000000001,0.315,1.008,1.8055,1.1775,2.5905,4.325,2.595,6.92,1.0115,0.5780000000000001,1.8785,0.455,0.182,0.858,0.04,0.008,0.08
139,0160 The University of Southampton Estimated Incoming Infection,20.708000000000002,12.28,33.22000000000001,0.1575,0.0675,0.30749999999999994,1.224,0.867,1.683,0.455,0.245,0.735,0.455,0.21,0.805,0.54,0.24,1.08,1.2375,0.6875,2.2,6.4860000000000015,4.23,9.306,7.01,4.206,11.216,1.6555000000000002,0.946,3.0745,1.4175,0.5670000000000001,2.673,0.07,0.014000000000000002,0.14
140,0077 Staffordshire University Estimated Incoming Infection,17.961499999999994,10.2405,30.0495,0.147,0.063,0.287,7.391999999999999,5.2360000000000015,10.164,0.7410000000000001,0.3990000000000001,1.1969999999999998,0.884,0.408,1.564,6.281999999999999,2.792,12.563999999999998,0.315,0.175,0.56,0.6785000000000001,0.4425,0.9735,0.445,0.267,0.7120000000000001,0.182,0.104,0.33799999999999997,0.875,0.35,1.65,0.02,0.004,0.04
141,0174 The University of Stirling Estimated Incoming Infection,9.913,2.773,19.0065,0.315,0.135,0.6149999999999999,0.7439999999999999,0.527,1.023,0.23399999999999999,0.126,0.378,0.0845,0.039,0.14950000000000002,0.0315,0.014000000000000002,0.063,0.07200000000000001,0.04,0.128,0.253,0.165,0.363,0.13,0.078,0.208,0.049,0.028000000000000004,0.091,0.105,0.042,0.198,7.895,1.579,15.79
142,0014 University of St Mark and St John Estimated Incoming Infection,2.6300000000000003,1.4985000000000002,4.595,0.0105,0.0045,0.0205,0.192,0.136,0.264,0.091,0.049,0.147,0.052000000000000005,0.024,0.092,0.0495,0.022,0.099,0.0585,0.0325,0.104,0.3105,0.2025,0.4455000000000001,0.195,0.117,0.312,1.4210000000000005,0.812,2.639,0.245,0.098,0.462,0.005,0.001,0.01
143,0193 Stranmillis University College Estimated Incoming Infection,0.011500000000000002,0.0075,0.0165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011500000000000002,0.0075,0.0165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,0169 The University of Strathclyde Estimated Incoming Infection,18.148,4.3385,35.5365,0.126,0.053999999999999986,0.246,0.696,0.4930000000000001,0.957,0.195,0.10500000000000002,0.315,0.0585,0.027,0.1035,0.0495,0.022,0.099,0.08549999999999999,0.0475,0.15200000000000002,0.253,0.165,0.363,0.12,0.07200000000000001,0.192,0.042,0.024,0.07800000000000001,0.1225,0.049,0.231,16.4,3.28,32.8
145,0210 University of Suffolk Estimated Incoming Infection,8.6255,5.2029999999999985,13.833,0.021,0.009000000000000001,0.041,0.12,0.085,0.165,0.065,0.035,0.105,0.07800000000000001,0.036000000000000004,0.138,0.0225,0.01,0.045,3.9555,2.1975,7.032,4.1515,2.7075,5.9565,0.17,0.102,0.272,0.0245,0.014000000000000002,0.0455,0.0175,0.007000000000000001,0.033,0.0,0.0,0.0
146,0078 The University of Sunderland Estimated Incoming Infection,24.788500000000006,12.2185,44.6985,17.01,7.29,33.21,0.696,0.4930000000000001,0.957,0.754,0.406,1.218,0.104,0.048,0.184,0.045,0.02,0.09,0.2475,0.1375,0.44,5.635,3.675,8.085,0.175,0.105,0.28,0.0245,0.014000000000000002,0.0455,0.0525,0.021,0.099,0.045,0.009000000000000001,0.09
147,0161 The University of Surrey Estimated Incoming Infection,15.9775,9.7435,24.865500000000004,0.1365,0.0585,0.2665,0.96,0.68,1.32,0.33799999999999997,0.182,0.546,0.2925,0.135,0.5175,0.2295,0.102,0.459,0.8190000000000001,0.455,1.456,6.9,4.5,9.9,5.16,3.096,8.256,0.5145000000000001,0.29400000000000004,0.9555,0.5774999999999999,0.231,1.089,0.05,0.01,0.1
148,0162 The University of Sussex Estimated Incoming Infection,17.725499999999997,10.8285,27.6065,0.126,0.053999999999999986,0.246,0.7439999999999999,0.527,1.023,0.325,0.175,0.525,0.273,0.126,0.483,0.2295,0.102,0.459,1.1205,0.6225,1.992,7.866,5.13,11.286,5.85,3.51,9.36,0.6615000000000001,0.3780000000000001,1.2285,0.49,0.196,0.924,0.04,0.008,0.08
149,0180 Swansea University Estimated Incoming Infection,41.88350000000001,18.7035,76.342,0.063,0.027,0.12299999999999997,1.8,1.275,2.475,0.40299999999999997,0.21700000000000005,0.6509999999999999,0.429,0.198,0.759,0.8234999999999999,0.366,1.6469999999999998,0.495,0.275,0.88,2.2425,1.4625,3.2175,1.945,1.1669999999999998,3.112,1.4525,0.83,2.6975,32.2,12.880000000000004,60.72,0.03,0.006,0.06
150,0079 Teesside University Estimated Incoming Infection,33.2135,15.3295,62.07199999999999,25.8405,11.0745,50.45049999999999,1.848,1.3090000000000002,2.5410000000000004,3.9,2.1,6.3,0.247,0.114,0.4370000000000001,0.14400000000000002,0.064,0.28800000000000003,0.162,0.09,0.28800000000000003,0.46,0.3,0.66,0.185,0.111,0.29600000000000004,0.0595,0.034,0.1105,0.2975,0.119,0.561,0.07,0.014000000000000002,0.14
151,0041 Trinity Laban Conservatoire of Music and Dance Estimated Incoming Infection,1.412,0.8375000000000001,2.2295000000000003,0.0315,0.013499999999999998,0.061499999999999985,0.216,0.153,0.29700000000000004,0.104,0.056000000000000015,0.168,0.065,0.03,0.115,0.036000000000000004,0.016,0.07200000000000001,0.08549999999999999,0.0475,0.15200000000000002,0.5175,0.3375,0.7425,0.185,0.111,0.29600000000000004,0.0665,0.038000000000000006,0.1235,0.07,0.028000000000000004,0.132,0.035,0.007000000000000001,0.07
152,0176 University of Wales Trinity Saint David Estimated Incoming Infection,28.399500000000003,12.2385,52.2435,0.0315,0.013499999999999998,0.061499999999999985,0.264,0.18700000000000006,0.363,0.104,0.056000000000000015,0.168,0.065,0.03,0.115,0.909,0.404,1.818,0.14400000000000002,0.08,0.256,2.576,1.68,3.696,0.23,0.13799999999999998,0.3680000000000001,0.126,0.07200000000000001,0.23399999999999999,23.94,9.576,45.14400000000001,0.01,0.002,0.02
153,0196 University of the Highlands and Islands Estimated Incoming Infection,9.4095,2.0645,18.6255,0.0105,0.0045,0.0205,0.168,0.119,0.231,0.052000000000000005,0.028000000000000004,0.084,0.013,0.006,0.023000000000000003,0.013499999999999998,0.006,0.027,0.018000000000000002,0.01,0.032,0.069,0.045,0.099,0.03,0.018000000000000002,0.048,0.028000000000000004,0.016,0.052000000000000005,0.0525,0.021,0.099,8.955,1.791,17.91
154,0185 Ulster University Estimated Incoming Infection,1.3384999999999996,0.8235000000000001,2.0395,0.0525,0.0225,0.1025,0.312,0.221,0.429,0.07800000000000001,0.042,0.126,0.0325,0.015,0.0575,0.0405,0.018000000000000002,0.081,0.0315,0.0175,0.056000000000000015,0.6555,0.4275,0.9405,0.045,0.027,0.07200000000000001,0.021,0.012,0.039000000000000014,0.035,0.014000000000000002,0.066,0.035,0.007000000000000001,0.07
155,0149 University College London Estimated Incoming Infection,39.041,24.425500000000003,58.8135,0.35700000000000004,0.153,0.6970000000000001,3.192,2.261,4.388999999999999,1.105,0.5950000000000001,1.785,0.6695,0.309,1.1845,0.5715,0.254,1.143,1.863,1.035,3.312,26.1395,17.0475,37.5045,3.16,1.896,5.056,0.7035000000000001,0.402,1.3065,1.085,0.4340000000000001,2.0460000000000003,0.195,0.039,0.39
156,0090 University of South Wales Estimated Incoming Infection,56.975,23.585,106.46450000000002,0.105,0.045,0.205,0.888,0.629,1.2209999999999999,0.35100000000000003,0.18900000000000006,0.5670000000000001,0.2275,0.105,0.4025,0.4095,0.182,0.8190000000000001,0.1935,0.1075,0.344,0.5405000000000001,0.3525,0.7755,0.585,0.35100000000000003,0.9359999999999999,0.9625,0.55,1.7875,52.6575,21.063,99.297,0.055,0.011,0.11
157,0186 The University of Wales (central functions) Estimated Incoming Infection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,0163 The University of Warwick Estimated Incoming Infection,23.8105,13.863499999999998,38.469,0.3255,0.1395,0.6355,3.48,2.4650000000000003,4.785,1.339,0.7210000000000001,2.1630000000000003,1.5015,0.693,2.6565000000000003,3.0915,1.374,6.183,1.4265,0.7925,2.536,7.9695,5.1975,11.4345,2.585,1.551,4.136,0.6895,0.394,1.2805000000000002,1.2775,0.511,2.4090000000000003,0.125,0.025,0.25
159,"0081 University of the West of England, Bristol Estimated Incoming Infection",28.772,15.294,50.968,0.1785,0.0765,0.34850000000000003,1.608,1.139,2.2110000000000003,0.585,0.3150000000000001,0.945,0.546,0.252,0.966,1.1925,0.53,2.385,0.5894999999999999,0.3275,1.048,2.415,1.575,3.465,3.34,2.004,5.3439999999999985,10.2725,5.87,19.0775,7.98,3.1920000000000006,15.048000000000002,0.065,0.013,0.13
160,0105 The University of the West of Scotland Estimated Incoming Infection,15.4845,3.5740000000000007,30.418000000000003,0.0525,0.0225,0.1025,0.14400000000000002,0.102,0.198,0.052000000000000005,0.028000000000000004,0.084,0.026,0.012,0.046000000000000006,0.018000000000000002,0.008,0.036000000000000004,0.0315,0.0175,0.056000000000000015,0.713,0.465,1.023,0.04,0.024,0.064,0.0175,0.01,0.0325,0.035,0.014000000000000002,0.066,14.355,2.8710000000000004,28.71
161,0080 The University of West London Estimated Incoming Infection,16.624000000000002,10.494999999999996,24.797500000000007,0.105,0.045,0.205,0.5519999999999999,0.391,0.759,0.247,0.133,0.399,0.195,0.09,0.345,0.153,0.068,0.306,0.441,0.245,0.784,12.328,8.04,17.688000000000006,2.085,1.251,3.3360000000000003,0.1855,0.106,0.34450000000000003,0.2975,0.119,0.561,0.035,0.007000000000000001,0.07
162,0083 The University of Westminster Estimated Incoming Infection,24.46,15.6175,36.068000000000005,0.126,0.053999999999999986,0.246,0.936,0.6630000000000001,1.287,0.3120000000000001,0.168,0.504,0.2275,0.105,0.4025,0.1935,0.086,0.387,0.909,0.505,1.616,19.9985,13.0425,28.6935,1.33,0.7979999999999999,2.128,0.175,0.1,0.325,0.2275,0.091,0.429,0.025,0.005,0.05
163,0021 The University of Winchester Estimated Incoming Infection,7.735,4.557999999999999,12.6575,0.0525,0.0225,0.1025,0.264,0.18700000000000006,0.363,0.14300000000000002,0.07700000000000001,0.231,0.16899999999999998,0.078,0.29900000000000004,0.1395,0.062,0.279,0.405,0.225,0.72,0.9545,0.6225,1.3695000000000002,4.39,2.634,7.024,0.9625,0.55,1.7875,0.245,0.098,0.462,0.01,0.002,0.02
164,0085 The University of Wolverhampton Estimated Incoming Infection,18.829,9.1355,35.3985,0.2625,0.1125,0.5125,1.344,0.952,1.848,0.481,0.259,0.777,0.8385000000000001,0.387,1.4835,13.2885,5.9060000000000015,26.577,0.2205,0.1225,0.392,1.3455,0.8775,1.9305,0.34,0.204,0.544,0.231,0.132,0.429,0.4375,0.175,0.825,0.04,0.008,0.08
165,0046 University of Worcester Estimated Incoming Infection,10.28,5.0345,19.1555,0.063,0.027,0.12299999999999997,0.648,0.4590000000000001,0.8910000000000001,0.247,0.133,0.399,0.3315,0.153,0.5865,5.598,2.488,11.196,0.225,0.125,0.4,0.5865,0.3825,0.8415,0.44,0.264,0.7040000000000001,0.8785000000000001,0.502,1.6315,1.2425,0.4970000000000001,2.343,0.02,0.004,0.04
166,0189 Writtle University College Estimated Incoming Infection,0.7834999999999999,0.4530000000000001,1.3055,0.0,0.0,0.0,0.048,0.034,0.066,0.039000000000000014,0.021,0.063,0.019500000000000003,0.009000000000000001,0.0345,0.018000000000000002,0.008,0.036000000000000004,0.3645,0.2025,0.648,0.14950000000000002,0.0975,0.2145,0.105,0.063,0.168,0.0175,0.01,0.0325,0.0175,0.007000000000000001,0.033,0.005,0.001,0.01
167,0013 York St John University Estimated Incoming Infection,15.2685,8.402999999999999,24.951999999999995,2.2785,0.9765,4.448499999999999,2.952,2.0909999999999997,4.059,8.567,4.613,13.839,0.6305000000000001,0.29100000000000004,1.1155000000000002,0.14400000000000002,0.064,0.28800000000000003,0.2115,0.1175,0.376,0.138,0.09,0.198,0.1,0.06,0.16,0.042,0.024,0.07800000000000001,0.175,0.07,0.33,0.03,0.006,0.06
168,0164 The University of York Estimated Incoming Infection,29.412,17.1805,46.74999999999999,1.9425,0.8325,3.7925,8.304,5.8820000000000014,11.418,9.022,4.8580000000000005,14.573999999999998,1.5730000000000002,0.726,2.783,0.7695000000000001,0.342,1.539,1.5030000000000001,0.835,2.672,3.105,2.025,4.455,1.775,1.065,2.84,0.4305000000000001,0.246,0.7995,0.8575,0.34299999999999997,1.6170000000000002,0.13,0.026,0.26
169,Total Estimated Incoming Infection,3101.035,1778.3215,4976.908500000001,126.189,54.081,246.369,833.9759999999999,590.7330000000002,1146.7169999999999,307.788,165.732,497.196,136.006,62.772,240.62600000000003,131.9715,58.653999999999996,263.943,124.164,68.98,220.736,681.7085000000002,444.5925,978.1035,219.68,131.808,351.48800000000006,83.62200000000001,47.784000000000006,155.298,309.99499999999995,123.99799999999999,584.562,145.935,29.186999999999998,291.87
